code,description,sex,diagnosis_count,category
R57,"Shock, not elsewhere classified",Male,127.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R58,"Haemorrhage, not elsewhere classified",Male,160.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R59,Enlarged lymph nodes,Male,8270.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R60,"Oedema, not elsewhere classified",Male,3727.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R61,Hyperhidrosis,Male,745.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R62,Lack of expected normal physiological development,Male,2180.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R63,Symptoms and signs concerning food and fluid intake,Male,12220.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R64,Cachexia,Male,47.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R68,Other general symptoms and signs,Male,11470.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R69,Unknown and unspecified causes of morbidity,Male,142315.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,Male,28.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R71,Abnormality of red blood cells,Male,177.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R72,"Abnormality of white blood cells, not elsewhere classified",Male,151.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R73,Elevated blood glucose level,Male,1186.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R74,Abnormal serum enzyme levels,Male,1149.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R75,Laboratory evidence of human immunodeficiency virus [HIV],Male,4.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R76,Other abnormal immunological findings in serum,Male,632.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R77,Other abnormalities of plasma proteins,Male,596.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R78,"Findings of drugs and other substances, not normally found in blood",Male,54.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R79,Other abnormal findings of blood chemistry,Male,20030.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R80,Isolated proteinuria,Male,462.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R81,Glycosuria,Male,11.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R82,Other abnormal findings in urine,Male,270.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R83,Abnormal findings in cerebrospinal fluid,Male,18.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R84,Abnormal findings in specimens from respiratory organs and thorax,Male,170.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R85,Abnormal findings in specimens from digestive organs and abdominal cavity,Male,211.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R86,Abnormal findings in specimens from male genital organs,Male,62.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R87,Abnormal findings in specimens from female genital organs,Male,4.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R89,"Abnormal findings in specimens from other organs, systems and tissues",Male,242.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R90,Abnormal findings on diagnostic imaging of central nervous system,Male,1534.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R91,Abnormal findings on diagnostic imaging of lung,Male,7003.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R92,Abnormal findings on diagnostic imaging of breast,Male,9.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R93,Abnormal findings on diagnostic imaging of other body structures,Male,11572.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R94,Abnormal results of function studies,Male,8088.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R95,Sudden infant death syndrome,Male,2.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R99,Other ill-defined and unspecified causes of mortality,Male,1.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
S00,Superficial injury of head,Male,15618.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S01,Open wound of head,Male,26004.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S02,Fracture of skull and facial bones,Male,16945.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S03,"Dislocation, sprain and strain of joints and ligaments of head",Male,392.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S04,Injury of cranial nerves,Male,43.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S05,Injury of eye and orbit,Male,1684.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S06,Intracranial injury,Male,32490.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S07,Crushing injury of head,Male,5.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S08,Traumatic amputation of part of head,Male,103.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S09,Other and unspecified injuries of head,Male,8314.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S10,Superficial injury of neck,Male,343.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S11,Open wound of neck,Male,705.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S12,Fracture of neck,Male,5070.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S13,"Dislocation, sprain and strain of joints and ligaments at neck level",Male,445.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S14,Injury of nerves and spinal cord at neck level,Male,989.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S15,Injury of blood vessels at neck level,Male,122.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S16,Injury of muscle and tendon at neck level,Male,90.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S17,Crushing injury of neck,Male,7.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S19,Other and unspecified injuries of neck,Male,226.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S20,Superficial injury of thorax,Male,1206.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S21,Open wound of thorax,Male,543.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S22,"Fracture of rib(s), sternum and thoracic spine",Male,22884.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S23,"Dislocation, sprain and strain of joints and ligaments of thorax",Male,62.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S24,Injury of nerves and spinal cord at thorax level,Male,182.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S25,Injury of blood vessels of thorax,Male,128.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S26,Injury of heart,Male,58.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S27,Injury of other and unspecified intrathoracic organs,Male,4666.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S28,Crushing injury of thorax and traumatic amputation of part of thorax,Male,4.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S29,Other and unspecified injuries of thorax,Male,741.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S30,"Superficial injury of abdomen, lower back and pelvis",Male,3283.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S31,"Open wound of abdomen, lower back and pelvis",Male,1930.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S32,Fracture of lumbar spine and pelvis,Male,15806.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",Male,199.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S34,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",Male,95.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S35,"Injury of blood vessels at abdomen, lower back and pelvis level",Male,234.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S36,Injury of intra-abdominal organs,Male,2723.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S37,Injury of urinary and pelvic organs,Male,1450.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S38,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis",Male,39.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S39,"Other and unspecified injuries of abdomen, lower back and pelvis",Male,1661.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S40,Superficial injury of shoulder and upper arm,Male,896.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S41,Open wound of shoulder and upper arm,Male,1106.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S42,Fracture of shoulder and upper arm,Male,18751.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S43,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle",Male,2523.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S44,Injury of nerves at shoulder and upper arm level,Male,84.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S45,Injury of blood vessels at shoulder and upper arm level,Male,85.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S46,Injury of muscle and tendon at shoulder and upper arm level,Male,3925.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S47,Crushing injury of shoulder and upper arm,Male,5.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S48,Traumatic amputation of shoulder and upper arm,Male,2.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S49,Other and unspecified injuries of shoulder and upper arm,Male,362.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S50,Superficial injury of forearm,Male,1052.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S51,Open wound of forearm,Male,4753.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S52,Fracture of forearm,Male,20554.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S53,"Dislocation, sprain and strain of joints and ligaments of elbow",Male,466.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S54,Injury of nerves at forearm level,Male,272.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S55,Injury of blood vessels at forearm level,Male,144.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S56,Injury of muscle and tendon at forearm level,Male,1643.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
S57,Crushing injury of forearm,Male,18.0,"Injury, poisoning and certain other consequences of external causes (S00–T98)"
