code,description,sex,diagnosis_count
H02,Other disorders of eyelid,Male,15476.0
H03,Disorders of eyelid in diseases classified elsewhere,Male,15.0
H04,Disorders of lacrimal system,Male,2653.0
H05,Disorders of orbit,Male,3368.0
H06,Disorders of lacrimal system and orbit in diseases classified elsewhere,Male,407.0
H10,Conjunctivitis,Male,938.0
H11,Other disorders of conjunctiva,Male,2371.0
H13,Disorders of conjunctiva in diseases classified elsewhere,Male,43.0
H15,Disorders of sclera,Male,117.0
H16,Keratitis,Male,1356.0
H17,Corneal scars and opacities,Male,254.0
H18,Other disorders of cornea,Male,5863.0
H19,Disorders of sclera and cornea in diseases classified elsewhere,Male,98.0
H20,Iridocyclitis,Male,752.0
H21,Other disorders of iris and ciliary body,Male,472.0
H22,Disorders of iris and ciliary body in diseases classified elsewhere,Male,45.0
H25,Senile cataract,Male,136784.0
H26,Other cataract,Male,154314.0
H27,Other disorders of lens,Male,920.0
H28,Cataract and other disorders of lens in diseases classified elsewhere,Male,16976.0
H30,Chorioretinal inflammation,Male,95.0
H31,Other disorders of choroid,Male,714.0
H32,Chorioretinal disorders in diseases classified elsewhere,Male,11.0
H33,Retinal detachments and breaks,Male,13394.0
H34,Retinal vascular occlusions,Male,7338.0
H35,Other retinal disorders,Male,37251.0
H36,Retinal disorders in diseases classified elsewhere,Male,14235.0
H40,Glaucoma,Male,13806.0
H42,Glaucoma in diseases classified elsewhere,Male,10.0
H43,Disorders of vitreous body,Male,3070.0
H44,Disorders of globe,Male,999.0
H45,Disorders of vitreous body and globe in diseases classified elsewhere,Male,225.0
H46,Optic neuritis,Male,484.0
H47,Other disorders of optic [2nd] nerve and visual pathways,Male,1079.0
H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Male,16.0
H49,Paralytic strabismus,Male,1275.0
H50,Other strabismus,Male,5155.0
H51,Other disorders of binocular movement,Male,141.0
H52,Disorders of refraction and accommodation,Male,355.0
H53,Visual disturbances,Male,3957.0
H54,Visual impairment including blindness (binocular or monocular),Male,251.0
H55,Nystagmus and other irregular eye movements,Male,358.0
H57,Other disorders of eye and adnexa,Male,1671.0
H58,Other disorders of eye and adnexa in diseases classified elsewhere,Male,102.0
H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",Male,1227.0
H60,Otitis externa,Male,4909.0
H61,Other disorders of external ear,Male,2714.0
H62,Disorders of external ear in diseases classified elsewhere,Male,33.0
H65,Nonsuppurative otitis media,Male,6201.0
H66,Suppurative and unspecified otitis media,Male,5437.0
H67,Otitis media in diseases classified elsewhere,Male,13.0
H68,Eustachian salpingitis and obstruction,Male,49.0
H69,Other disorders of Eustachian tube,Male,356.0
H70,Mastoiditis and related conditions,Male,1135.0
H71,Cholesteatoma of middle ear,Male,2336.0
H72,Perforation of tympanic membrane,Male,2201.0
H73,Other disorders of tympanic membrane,Male,555.0
H74,Other disorders of middle ear and mastoid,Male,521.0
H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,Male,8.0
H80,Otosclerosis,Male,234.0
H81,Disorders of vestibular function,Male,5491.0
H82,Vertiginous syndromes in diseases classified elsewhere,Male,2.0
H83,Other diseases of inner ear,Male,1439.0
H90,Conductive and sensorineural hearing loss,Male,1951.0
H91,Other hearing loss,Male,1045.0
H92,Otalgia and effusion of ear,Male,1117.0
H93,"Other disorders of ear, not elsewhere classified",Male,478.0
H94,Other disorders of ear in diseases classified elsewhere,Male,1.0
H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",Male,305.0
I00,Rheumatic fever without mention of heart involvement,Male,34.0
I01,Rheumatic fever with heart involvement,Male,14.0
I02,Rheumatic chorea,Male,4.0
I05,Rheumatic mitral valve diseases,Male,252.0
I06,Rheumatic aortic valve diseases,Male,11.0
I07,Rheumatic tricuspid valve diseases,Male,255.0
I08,Multiple valve diseases,Male,10174.0
I09,Other rheumatic heart diseases,Male,14.0
I10,Essential (primary) hypertension,Male,22738.0
I11,Hypertensive heart disease,Male,703.0
I12,Hypertensive renal disease,Male,451.0
I13,Hypertensive heart and renal disease,Male,2495.0
I15,Secondary hypertension,Male,136.0
I20,Angina pectoris,Male,38982.0
I21,Acute myocardial infarction,Male,112026.0
I22,Subsequent myocardial infarction,Male,800.0
I23,Certain current complications following acute myocardial infarction,Male,170.0
I24,Other acute ischaemic heart diseases,Male,14530.0
I25,Chronic ischaemic heart disease,Male,77873.0
I26,Pulmonary embolism,Male,32818.0
I27,Other pulmonary heart diseases,Male,3963.0
I28,Other diseases of pulmonary vessels,Male,131.0
I30,Acute pericarditis,Male,1925.0
I31,Other diseases of pericardium,Male,8967.0
I32,Pericarditis in diseases classified elsewhere,Male,39.0
I33,Acute and subacute endocarditis,Male,7924.0
I34,Nonrheumatic mitral valve disorders,Male,4285.0
I35,Nonrheumatic aortic valve disorders,Male,16587.0
I36,Nonrheumatic tricuspid valve disorders,Male,126.0
I37,Pulmonary valve disorders,Male,246.0
I38,"Endocarditis, valve unspecified",Male,286.0
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,Male,17.0
I40,Acute myocarditis,Male,772.0
I41,Myocarditis in diseases classified elsewhere,Male,14.0
I42,Cardiomyopathy,Male,6054.0
I43,Cardiomyopathy in diseases classified elsewhere,Male,89.0
I44,Atrioventricular and left bundle-branch block,Male,25104.0
I45,Other conduction disorders,Male,5601.0
I46,Cardiac arrest,Male,3638.0
I47,Paroxysmal tachycardia,Male,16348.0
I48,Atrial fibrillation and flutter,Male,91626.0
I49,Other cardiac arrhythmias,Male,11561.0
I50,Heart failure,Male,122590.0
I51,Complications and ill-defined descriptions of heart disease,Male,5083.0
I52,Other heart disorders in diseases classified elsewhere,Male,2.0
I60,Subarachnoid haemorrhage,Male,4079.0
I61,Intracerebral haemorrhage,Male,15909.0
I62,Other nontraumatic intracranial haemorrhage,Male,6038.0
I63,Cerebral infarction,Male,90154.0
I64,"Stroke, not specified as haemorrhage or infarction",Male,2705.0
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Male,3209.0
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Male,342.0
I67,Other cerebrovascular diseases,Male,3376.0
I68,Cerebrovascular disorders in diseases classified elsewhere,Male,145.0
I69,Sequelae of cerebrovascular disease,Male,4.0
I70,Atherosclerosis,Male,16378.0
I71,Aortic aneurysm and dissection,Male,11123.0
I72,Other aneurysm and dissection,Male,3904.0
I73,Other peripheral vascular diseases,Male,3811.0
I74,Arterial embolism and thrombosis,Male,6084.0
I77,Other disorders of arteries and arterioles,Male,8792.0
I78,Diseases of capillaries,Male,929.0
I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",Male,118.0
I80,Phlebitis and thrombophlebitis,Male,19003.0
I81,Portal vein thrombosis,Male,771.0
I82,Other venous embolism and thrombosis,Male,1905.0
I83,Varicose veins of lower extremities,Male,15986.0
I85,Oesophageal varices,Male,8775.0
I86,Varicose veins of other sites,Male,4092.0
I87,Other disorders of veins,Male,2014.0
I88,Nonspecific lymphadenitis,Male,3833.0
I89,Other noninfective disorders of lymphatic vessels and lymph nodes,Male,1370.0
I95,Hypotension,Male,32813.0
I97,"Postprocedural disorders of circulatory system, not elsewhere classified",Male,71.0
I98,Other disorders of circulatory system in diseases classified elsewhere,Male,5367.0
I99,Other and unspecified disorders of circulatory system,Male,290.0
J00,Acute nasopharyngitis [common cold],Male,860.0
J01,Acute sinusitis,Male,917.0
J02,Acute pharyngitis,Male,3572.0
J03,Acute tonsillitis,Male,32637.0
J04,Acute laryngitis and tracheitis,Male,811.0
J05,Acute obstructive laryngitis [croup] and epiglottitis,Male,6496.0
J06,Acute upper respiratory infections of multiple and unspecified sites,Male,22786.0
J09,Influenza due to identified zoonotic or pandemic influenza virus,Male,133.0
J10,Influenza due to identified seasonal influenza virus,Male,22716.0
J11,"Influenza, virus not identified",Male,1017.0
J12,"Viral pneumonia, not elsewhere classified",Male,5749.0
J13,Pneumonia due to Streptococcus pneumoniae,Male,4132.0
J14,Pneumonia due to Haemophilus influenzae,Male,1490.0
J15,"Bacterial pneumonia, not elsewhere classified",Male,8931.0
J16,"Pneumonia due to other infectious organisms, not elsewhere classified",Male,82.0
J17,Pneumonia in diseases classified elsewhere,Male,362.0
J18,"Pneumonia, organism unspecified",Male,265844.0
J20,Acute bronchitis,Male,2341.0
J21,Acute bronchiolitis,Male,35174.0
J22,Unspecified acute lower respiratory infection,Male,84926.0
J30,Vasomotor and allergic rhinitis,Male,2490.0
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",Male,755.0
J32,Chronic sinusitis,Male,4124.0
J33,Nasal polyp,Male,5041.0
J34,Other disorders of nose and nasal sinuses,Male,16513.0
J35,Chronic diseases of tonsils and adenoids,Male,10680.0
J36,Peritonsillar abscess,Male,7201.0
J37,Chronic laryngitis and laryngotracheitis,Male,71.0
J38,"Diseases of vocal cords and larynx, not elsewhere classified",Male,6345.0
J39,Other diseases of upper respiratory tract,Male,2912.0
J40,"Bronchitis, not specified as acute or chronic",Male,1311.0
J41,Simple and mucopurulent chronic bronchitis,Male,24.0
J42,Unspecified chronic bronchitis,Male,199.0
J43,Emphysema,Male,4192.0
J44,Other chronic obstructive pulmonary disease,Male,104830.0
J45,Asthma,Male,34984.0
J46,Status asthmaticus,Male,2642.0
J47,Bronchiectasis,Male,8754.0
J60,Coalworker pneumoconiosis,Male,58.0
J61,Pneumoconiosis due to asbestos and other mineral fibres,Male,156.0
J62,Pneumoconiosis due to dust containing silica,Male,43.0
J63,Pneumoconiosis due to other inorganic dusts,Male,10.0
J64,Unspecified pneumoconiosis,Male,20.0
J66,Airway disease due to specific organic dust,Male,4.0
J67,Hypersensitivity pneumonitis due to organic dust,Male,611.0
J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",Male,127.0
J69,Pneumonitis due to solids and liquids,Male,46530.0
J70,Respiratory conditions due to other external agents,Male,303.0
J80,Adult respiratory distress syndrome,Male,165.0
J81,Pulmonary oedema,Male,619.0
J82,"Pulmonary eosinophilia, not elsewhere classified",Male,3155.0
J84,Other interstitial pulmonary diseases,Male,11910.0
J85,Abscess of lung and mediastinum,Male,1742.0
J86,Pyothorax,Male,6579.0
J90,"Pleural effusion, not elsewhere classified",Male,24015.0
J91,Pleural effusion in conditions classified elsewhere,Male,737.0
J92,Pleural plaque,Male,492.0
J93,Pneumothorax,Male,11336.0
J94,Other pleural conditions,Male,1812.0
J95,"Postprocedural respiratory disorders, not elsewhere classified",Male,906.0
J96,"Respiratory failure, not elsewhere classified",Male,14143.0
J98,Other respiratory disorders,Male,8547.0
J99,Respiratory disorders in diseases classified elsewhere,Male,107.0
K00,Disorders of tooth development and eruption,Male,3293.0
K01,Embedded and impacted teeth,Male,9411.0
K02,Dental caries,Male,32943.0
K03,Other diseases of hard tissues of teeth,Male,516.0
K04,Diseases of pulp and periapical tissues,Male,7454.0
K05,Gingivitis and periodontal diseases,Male,3011.0
K06,Other disorders of gingiva and edentulous alveolar ridge,Male,999.0
K07,Dentofacial anomalies [including malocclusion],Male,4931.0
K08,Other disorders of teeth and supporting structures,Male,8159.0
K09,"Cysts of oral region, not elsewhere classified",Male,1449.0
K10,Other diseases of jaws,Male,1357.0
K11,Diseases of salivary glands,Male,3872.0
K12,Stomatitis and related lesions,Male,4214.0
K13,Other diseases of lip and oral mucosa,Male,6647.0
K14,Diseases of tongue,Male,3034.0
K20,Oesophagitis,Male,12630.0
K21,Gastro-oesophageal reflux disease,Male,46987.0
K22,Other diseases of oesophagus,Male,65632.0
K23,Disorders of oesophagus in diseases classified elsewhere,Male,50.0
K25,Gastric ulcer,Male,10793.0
K26,Duodenal ulcer,Male,9955.0
K27,"Peptic ulcer, site unspecified",Male,405.0
K28,Gastrojejunal ulcer,Male,232.0
K29,Gastritis and duodenitis,Male,72787.0
K30,Functional dyspepsia,Male,2163.0
K31,Other diseases of stomach and duodenum,Male,22608.0
K35,Acute appendicitis,Male,29594.0
K36,Other appendicitis,Male,389.0
K37,Unspecified appendicitis,Male,2451.0
K38,Other diseases of appendix,Male,915.0
K40,Inguinal hernia,Male,72335.0
K41,Femoral hernia,Male,1003.0
K42,Umbilical hernia,Male,21588.0
K43,Ventral hernia,Male,12844.0
K44,Diaphragmatic hernia,Male,24896.0
K45,Other abdominal hernia,Male,355.0
K46,Unspecified abdominal hernia,Male,493.0
K50,Crohn disease [regional enteritis],Male,88116.0
K51,Ulcerative colitis,Male,80737.0
K52,Other noninfective gastroenteritis and colitis,Male,25841.0
K55,Vascular disorders of intestine,Male,6064.0
K56,Paralytic ileus and intestinal obstruction without hernia,Male,33691.0
K57,Diverticular disease of intestine,Male,66043.0
K58,Irritable bowel syndrome,Male,2475.0
K59,Other functional intestinal disorders,Male,34739.0
K60,Fissure and fistula of anal and rectal regions,Male,15632.0
K61,Abscess of anal and rectal regions,Male,18981.0
K62,Other diseases of anus and rectum,Male,40997.0
K63,Other diseases of intestine,Male,79925.0
K64,Haemorrhoids and perianal venous thrombosis,Male,52479.0
K65,Peritonitis,Male,5161.0
K66,Other disorders of peritoneum,Male,1523.0
K67,Disorders of peritoneum in infectious diseases classified elsewhere,Male,2.0
K70,Alcoholic liver disease,Male,38956.0
K71,Toxic liver disease,Male,1213.0
K72,"Hepatic failure, not elsewhere classified",Male,5158.0
K73,"Chronic hepatitis, not elsewhere classified",Male,97.0
K74,Fibrosis and cirrhosis of liver,Male,8925.0
K75,Other inflammatory liver diseases,Male,5700.0
K76,Other diseases of liver,Male,6991.0
K77,Liver disorders in diseases classified elsewhere,Male,19.0
K80,Cholelithiasis,Male,62127.0
K81,Cholecystitis,Male,12423.0
K82,Other diseases of gallbladder,Male,2462.0
K83,Other diseases of biliary tract,Male,16411.0
K85,Acute pancreatitis,Male,30622.0
K86,Other diseases of pancreas,Male,9521.0
K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",Male,18.0
K90,Intestinal malabsorption,Male,3235.0
K91,"Postprocedural disorders of digestive system, not elsewhere classified",Male,9346.0
K92,Other diseases of digestive system,Male,71859.0
K93,Disorders of other digestive organs in diseases classified elsewhere,Male,31.0
L00,Staphylococcal scalded skin syndrome,Male,74.0
L01,Impetigo,Male,726.0
L02,"Cutaneous abscess, furuncle and carbuncle",Male,30356.0
L03,Cellulitis,Male,84741.0
L04,Acute lymphadenitis,Male,1610.0
L05,Pilonidal cyst,Male,16204.0
L08,Other local infections of skin and subcutaneous tissue,Male,4186.0
L10,Pemphigus,Male,377.0
L11,Other acantholytic disorders,Male,124.0
L12,Pemphigoid,Male,1113.0
L13,Other bullous disorders,Male,158.0
L20,Atopic dermatitis,Male,964.0
L21,Seborrhoeic dermatitis,Male,141.0
L22,Diaper [napkin] dermatitis,Male,199.0
L23,Allergic contact dermatitis,Male,208.0
L24,Irritant contact dermatitis,Male,114.0
L25,Unspecified contact dermatitis,Male,158.0
L26,Exfoliative dermatitis,Male,64.0
L27,Dermatitis due to substances taken internally,Male,1532.0
L28,Lichen simplex chronicus and prurigo,Male,482.0
L29,Pruritus,Male,527.0
L30,Other dermatitis,Male,4931.0
L40,Psoriasis,Male,3879.0
L41,Parapsoriasis,Male,22.0
L42,Pityriasis rosea,Male,30.0
L43,Lichen planus,Male,657.0
L44,Other papulosquamous disorders,Male,68.0
L50,Urticaria,Male,2770.0
L51,Erythema multiforme,Male,704.0
L52,Erythema nodosum,Male,160.0
L53,Other erythematous conditions,Male,1022.0
L54,Erythema in diseases classified elsewhere,Male,6.0
L55,Sunburn,Male,123.0
L56,Other acute skin changes due to ultraviolet radiation,Male,117.0
L57,Skin changes due to chronic exposure to nonionizing radiation,Male,8862.0
L58,Radiodermatitis,Male,14.0
L59,Other disorders of skin and subcutaneous tissue related to radiation,Male,43.0
L60,Nail disorders,Male,3054.0
L62,Nail disorders in diseases classified elsewhere,Male,0.0
L63,Alopecia areata,Male,34.0
L64,Androgenic alopecia,Male,2.0
L65,Other nonscarring hair loss,Male,25.0
